"(No Title)"
	"2025-12-"	"1 23:58:18"

" Result ID"	"Result Type"	"I Marker ID"	"J Marker ID"	"Result Title"
"BearingHousing2_AccYref"	"  Variable"	"     (N/A)"	"     (N/A)"	"(No Comment)"

".Test_rig_LUT.Last_Run.BearingHousing2_AccYref.TIME"	".Test_rig_LUT.Last_Run.BearingHousing2_AccYref.Q"
7.300000e-03	-2.258639e-01
7.400000e-03	-1.248681e-01
7.500000e-03	-5.623977e-02
7.600000e-03	2.144377e-02
7.700000e-03	4.339033e-02
7.800000e-03	4.881473e-02
7.900000e-03	2.720415e-01
8.000000e-03	6.268555e-01
8.100000e-03	-2.096511e-01
8.200000e-03	4.400246e-01
8.300000e-03	-1.423840e-01
8.400000e-03	2.174866e-01
8.500000e-03	2.415136e-01
8.600000e-03	-3.009371e-01
8.700000e-03	8.143427e-02
8.800000e-03	8.029577e-02
8.900000e-03	-4.726313e-01
9.000000e-03	9.560470e-02
9.100000e-03	-4.217379e-01
9.200000e-03	1.989493e-02
9.300000e-03	-3.134438e-01
9.400000e-03	-3.484235e-01
9.500000e-03	-8.231008e-02
9.600000e-03	-1.349614e-01
9.700000e-03	-5.451475e-01
9.800000e-03	1.356700e-01
9.900000e-03	-2.210555e-01
1.000000e-02	-2.237166e-02
1.010000e-02	-1.744644e-01
1.020000e-02	9.713821e-02
1.030000e-02	3.551809e-01
1.040000e-02	-1.827967e-01
1.050000e-02	2.686837e-01
1.060000e-02	-9.583275e-02
1.070000e-02	-3.066736e-01
1.080000e-02	2.486270e-01
1.090000e-02	-3.494910e-01
1.100000e-02	8.134912e-02
1.110000e-02	-3.346304e-01
1.120000e-02	-3.327826e-02
1.130000e-02	1.802269e-01
1.140000e-02	-6.751334e-01
1.150000e-02	-8.310000e-02
1.160000e-02	-3.278702e-01
1.170000e-02	-5.710559e-01
1.180000e-02	-1.093555e-01
1.190000e-02	-5.908406e-01
1.200000e-02	-1.006600e-01
1.210000e-02	-3.482417e-01
1.220000e-02	-5.413563e-01
1.230000e-02	-1.430974e-01
1.240000e-02	-3.243929e-01
1.250000e-02	-9.626754e-02
1.260000e-02	2.264149e-01
1.270000e-02	-3.422871e-01
1.280000e-02	4.905480e-02
1.290000e-02	4.095508e-02
1.300000e-02	-3.839532e-01
1.310000e-02	2.996890e-01
1.320000e-02	-1.568222e-01
1.330000e-02	-5.701197e-02
1.340000e-02	4.497213e-01
1.350000e-02	-7.703537e-02
1.360000e-02	8.747408e-02
1.370000e-02	2.570588e-01
1.380000e-02	-2.773495e-01
1.390000e-02	9.209766e-02
1.400000e-02	-1.991442e-01
1.410000e-02	-3.071858e-02
1.420000e-02	3.146224e-01
1.430000e-02	-2.819253e-01
1.440000e-02	2.239806e-01
1.450000e-02	4.565925e-01
1.460000e-02	-3.525915e-01
1.470000e-02	9.569239e-02
1.480000e-02	4.921814e-01
1.490000e-02	-2.508828e-01
1.500000e-02	3.837427e-01
1.510000e-02	-6.604806e-02
1.520000e-02	-1.105664e-01
1.530000e-02	7.314816e-01
1.540000e-02	-1.527707e-01
1.550000e-02	3.168249e-01
1.560000e-02	5.314917e-02
1.570000e-02	7.767578e-02
1.580000e-02	1.848421e-01
1.590000e-02	1.575204e-01
1.600000e-02	2.604852e-01
1.610000e-02	2.016109e-01
1.620000e-02	2.161945e-01
1.630000e-02	2.129528e-01
1.640000e-02	1.464606e-01
1.650000e-02	-5.387137e-03
1.660000e-02	-2.933363e-02
1.670000e-02	-4.147696e-02
1.680000e-02	-1.662539e-01
1.690000e-02	-1.756892e-01
1.700000e-02	-1.886697e-01
1.710000e-02	-1.294471e-01
1.720000e-02	-1.623733e-01
1.730000e-02	-2.146185e-01
1.740000e-02	-1.595799e-01
1.750000e-02	-1.660643e-01
1.760000e-02	-9.916470e-02
1.770000e-02	-4.395759e-02
1.780000e-02	2.601527e-02
1.790000e-02	1.308220e-01
1.800000e-02	1.556061e-01
1.810000e-02	2.285586e-01
1.820000e-02	2.002185e-01
1.830000e-02	1.027289e-01
1.840000e-02	1.002543e-01
1.850000e-02	1.301931e-01
1.860000e-02	1.237940e-01
1.870000e-02	1.464344e-01
1.880000e-02	1.185337e-01
1.890000e-02	4.648111e-02
1.900000e-02	5.193091e-02
1.910000e-02	-6.199740e-02
1.920000e-02	-1.158924e-01
1.930000e-02	-5.131625e-02
1.940000e-02	-6.582814e-02
1.950000e-02	1.957979e-02
1.960000e-02	5.733188e-02
1.970000e-02	1.004114e-01
1.980000e-02	1.212107e-01
1.990000e-02	1.254037e-01
2.000000e-02	1.352955e-01
2.010000e-02	8.140751e-02
2.020000e-02	1.038202e-01
2.030000e-02	2.099138e-01
2.040000e-02	1.987847e-01
2.050000e-02	2.017179e-01
2.060000e-02	2.036186e-01
2.070000e-02	1.950597e-01
2.080000e-02	1.777699e-01
2.090000e-02	4.071003e-01
2.100000e-02	3.627499e-01
2.110000e-02	4.391391e-01
2.120000e-02	3.901675e-01
2.130000e-02	4.266215e-01
2.140000e-02	4.483644e-01
2.150000e-02	4.227725e-01
2.160000e-02	3.861501e-01
2.170000e-02	3.581563e-01
2.180000e-02	3.519378e-01
2.190000e-02	3.203073e-01
2.200000e-02	3.191039e-01
2.210000e-02	3.203681e-01
2.220000e-02	9.928461e-02
2.230000e-02	8.683648e-02
2.240000e-02	1.373148e-01
2.250000e-02	1.945872e-01
2.260000e-02	2.103632e-01
2.270000e-02	2.480386e-01
2.280000e-02	2.040432e-01
2.290000e-02	2.559566e-01
2.300000e-02	2.989984e-01
2.310000e-02	3.524159e-01
2.320000e-02	3.722805e-01
2.330000e-02	4.449534e-01
2.340000e-02	3.503924e-01
2.350000e-02	3.109992e-01
2.360000e-02	2.591748e-01
2.370000e-02	2.392886e-01
2.380000e-02	2.057603e-01
2.390000e-02	1.949317e-01
2.400000e-02	2.081107e-01
2.410000e-02	1.673081e-01
2.420000e-02	6.066476e-02
2.430000e-02	-9.688081e-02
2.440000e-02	-7.382919e-02
2.450000e-02	-1.637179e-01
2.460000e-02	-2.176408e-01
2.470000e-02	-1.986930e-01
2.480000e-02	-2.295109e-01
2.490000e-02	-1.536594e-01
2.500000e-02	-2.633453e-01
2.510000e-02	-1.527002e-01
2.520000e-02	-2.800181e-01
2.530000e-02	-2.940743e-01
2.540000e-02	-2.842054e-01
2.550000e-02	-2.550797e-01
2.560000e-02	-3.619184e-01
2.570000e-02	-3.448346e-01
2.580000e-02	-2.800156e-01
2.590000e-02	-2.964771e-01
2.600000e-02	-2.540735e-01
2.610000e-02	-2.710345e-01
2.620000e-02	-2.285822e-01
2.630000e-02	-1.278543e-01
2.640000e-02	-1.239114e-01
2.650000e-02	-1.345634e-01
2.660000e-02	-6.000623e-02
2.670000e-02	1.097515e-01
2.680000e-02	1.890506e-02
2.690000e-02	-3.603321e-02
2.700000e-02	3.599129e-02
2.710000e-02	6.024140e-02
2.720000e-02	9.011617e-03
2.730000e-02	-6.220215e-02
2.740000e-02	-6.818070e-02
2.750000e-02	-6.153410e-02
2.760000e-02	-1.446136e-01
2.770000e-02	-1.958810e-01
2.780000e-02	-1.686052e-01
2.790000e-02	-2.339973e-01
2.800000e-02	-4.374951e-01
2.810000e-02	-4.685532e-01
2.820000e-02	-4.364218e-01
2.830000e-02	-4.406884e-01
2.840000e-02	-4.517633e-01
2.850000e-02	-4.285438e-01
2.860000e-02	-3.963384e-01
2.870000e-02	-3.800339e-01
2.880000e-02	-3.537460e-01
2.890000e-02	-3.554324e-01
2.900000e-02	-3.273606e-01
2.910000e-02	-2.523643e-01
2.920000e-02	-3.719504e-01
2.930000e-02	-2.181382e-01
2.940000e-02	-3.086172e-01
2.950000e-02	-3.124887e-01
2.960000e-02	-2.517331e-01
2.970000e-02	-2.710149e-01
2.980000e-02	-2.498202e-01
2.990000e-02	-2.679790e-01
3.000000e-02	-3.663015e-01
3.010000e-02	-4.454688e-01
3.020000e-02	-4.563845e-01
3.030000e-02	-5.925858e-01
3.040000e-02	-4.777515e-01
3.050000e-02	-4.693498e-01
3.060000e-02	-6.062686e-01
3.070000e-02	-5.490993e-01
3.080000e-02	-6.529165e-01
3.090000e-02	-4.745656e-01
3.100000e-02	-6.004425e-01
3.110000e-02	-6.150418e-01
3.120000e-02	-5.898540e-01
3.130000e-02	-6.211005e-01
3.140000e-02	-6.116648e-01
3.150000e-02	-5.799010e-01
3.160000e-02	-5.690371e-01
3.170000e-02	-5.364824e-01
3.180000e-02	-5.293291e-01
3.190000e-02	-4.915466e-01
3.200000e-02	-5.071609e-01
3.210000e-02	-4.324802e-01
3.220000e-02	-4.472585e-01
3.230000e-02	-4.303967e-01
3.240000e-02	-3.244116e-01
3.250000e-02	-2.426817e-01
3.260000e-02	-3.144317e-01
3.270000e-02	-2.982945e-01
3.280000e-02	-3.640048e-01
3.290000e-02	-3.432328e-01
3.300000e-02	-3.592722e-01
3.310000e-02	-3.869157e-01
3.320000e-02	-5.644652e-01
3.330000e-02	-5.346840e-01
3.340000e-02	-6.560799e-01
3.350000e-02	-6.826647e-01
3.360000e-02	-6.878976e-01
3.370000e-02	-6.498476e-01
3.380000e-02	-6.361663e-01
3.390000e-02	-6.028739e-01
3.400000e-02	-5.745737e-01
3.410000e-02	-5.282968e-01
3.420000e-02	-5.083556e-01
3.430000e-02	-4.780340e-01
3.440000e-02	-3.078637e-01
3.450000e-02	-1.933587e-01
3.460000e-02	-1.598953e-01
3.470000e-02	-1.882025e-01
3.480000e-02	-1.519812e-01
3.490000e-02	-1.563519e-01
3.500000e-02	-1.318291e-01
3.510000e-02	-1.144607e-01
3.520000e-02	-1.380477e-01
3.530000e-02	-1.428066e-01
3.540000e-02	-2.204163e-01
3.550000e-02	-3.265450e-01
3.560000e-02	-2.632684e-01
3.570000e-02	-3.532963e-01
3.580000e-02	-3.067664e-01
3.590000e-02	-3.468799e-01
3.600000e-02	-2.616733e-01
3.610000e-02	-2.567751e-01
3.620000e-02	-2.154007e-01
3.630000e-02	-1.784269e-01
3.640000e-02	-1.405293e-01
3.650000e-02	-1.115291e-01
3.660000e-02	-1.492545e-01
3.670000e-02	-1.385588e-01
3.680000e-02	-8.432411e-02
3.690000e-02	-8.568049e-02
3.700000e-02	-7.995252e-02
3.710000e-02	-7.445041e-02
3.720000e-02	6.827370e-03
3.730000e-02	1.189289e-01
3.740000e-02	1.834297e-01
3.750000e-02	2.152308e-01
3.760000e-02	2.492882e-01
3.770000e-02	2.828145e-01
3.780000e-02	4.625028e-01
3.790000e-02	5.054095e-01
3.800000e-02	5.225871e-01
3.810000e-02	5.535188e-01
3.820000e-02	5.305702e-01
3.830000e-02	4.255481e-01
3.840000e-02	5.166732e-01
3.850000e-02	4.974872e-01
3.860000e-02	4.449973e-01
3.870000e-02	4.706709e-01
3.880000e-02	4.661927e-01
3.890000e-02	4.694823e-01
3.900000e-02	5.483662e-01
3.910000e-02	4.809721e-01
3.920000e-02	4.650540e-01
3.930000e-02	4.094074e-01
3.940000e-02	5.163359e-01
3.950000e-02	4.638169e-01
3.960000e-02	4.368013e-01
3.970000e-02	3.686397e-01
3.980000e-02	2.733350e-01
3.990000e-02	2.432064e-01
4.000000e-02	2.976614e-01
4.010000e-02	2.985544e-01
4.020000e-02	3.716896e-01
4.030000e-02	4.033761e-01
4.040000e-02	4.043681e-01
4.050000e-02	4.421053e-01
4.060000e-02	4.647478e-01
4.070000e-02	6.356848e-01
4.080000e-02	6.949680e-01
4.090000e-02	7.274680e-01
4.100000e-02	8.368852e-01
4.110000e-02	8.090520e-01
4.120000e-02	7.627268e-01
4.130000e-02	7.729547e-01
4.140000e-02	7.670532e-01
4.150000e-02	7.024368e-01
4.160000e-02	6.581748e-01
4.170000e-02	6.280629e-01
4.180000e-02	6.004413e-01
4.190000e-02	5.047183e-01
4.200000e-02	4.675631e-01
4.210000e-02	4.145317e-01
4.220000e-02	3.935908e-01
4.230000e-02	5.213853e-01
4.240000e-02	5.260388e-01
4.250000e-02	5.484401e-01
4.260000e-02	5.807732e-01
4.270000e-02	6.620709e-01
4.280000e-02	7.928995e-01
4.290000e-02	8.146049e-01
4.300000e-02	8.013039e-01
4.310000e-02	6.973560e-01
4.320000e-02	6.848082e-01
4.330000e-02	8.035261e-01
4.340000e-02	8.717564e-01
4.350000e-02	9.348815e-01
4.360000e-02	8.946205e-01
4.370000e-02	9.039886e-01
4.380000e-02	8.673629e-01
4.390000e-02	8.037117e-01
4.400000e-02	6.999435e-01
4.410000e-02	6.759351e-01
4.420000e-02	6.658131e-01
4.430000e-02	6.394693e-01
4.440000e-02	6.247751e-01
4.450000e-02	4.186888e-01
4.460000e-02	3.541208e-01
4.470000e-02	3.367180e-01
4.480000e-02	2.465830e-01
4.490000e-02	3.044228e-01
4.500000e-02	3.202718e-01
4.510000e-02	3.680283e-01
4.520000e-02	3.785156e-01
4.530000e-02	3.571080e-01
4.540000e-02	3.777525e-01
4.550000e-02	4.195656e-01
4.560000e-02	6.366474e-01
4.570000e-02	5.494699e-01
4.580000e-02	6.062339e-01
4.590000e-02	5.593727e-01
4.600000e-02	5.060725e-01
4.610000e-02	4.699298e-01
4.620000e-02	4.088050e-01
4.630000e-02	3.082829e-01
4.640000e-02	3.171580e-01
4.650000e-02	2.582603e-01
4.660000e-02	2.474204e-01
4.670000e-02	2.185293e-01
4.680000e-02	1.022615e-01
4.690000e-02	1.824165e-03
4.700000e-02	-3.896579e-02
4.710000e-02	-3.396154e-02
4.720000e-02	-8.568263e-02
4.730000e-02	-1.741008e-01
4.740000e-02	-1.900527e-01
4.750000e-02	-1.481418e-01
4.760000e-02	-1.887302e-01
4.770000e-02	-2.301775e-01
4.780000e-02	-2.601045e-01
4.790000e-02	-3.026856e-01
4.800000e-02	-2.981439e-01
4.810000e-02	-3.340156e-01
4.820000e-02	-3.738279e-01
4.830000e-02	-3.198074e-01
4.840000e-02	-3.234878e-01
4.850000e-02	-4.023183e-01
4.860000e-02	-4.105470e-01
4.870000e-02	-4.164245e-01
4.880000e-02	-3.185119e-01
4.890000e-02	-3.907685e-01
4.900000e-02	-3.439925e-01
4.910000e-02	-3.592826e-01
4.920000e-02	-2.705407e-01
4.930000e-02	-1.813857e-01
4.940000e-02	-1.333602e-01
4.950000e-02	-1.997109e-01
4.960000e-02	-2.591542e-01
4.970000e-02	-3.112259e-01
4.980000e-02	-3.245718e-01
4.990000e-02	-3.448672e-01
5.000000e-02	-4.074007e-01
5.010000e-02	-5.449146e-01
5.020000e-02	-5.368500e-01
5.030000e-02	-5.757771e-01
5.040000e-02	-5.446123e-01
5.050000e-02	-6.736298e-01
5.060000e-02	-6.397313e-01
5.070000e-02	-6.022037e-01
5.080000e-02	-6.278074e-01
5.090000e-02	-5.828686e-01
5.100000e-02	-6.214688e-01
5.110000e-02	-5.071235e-01
5.120000e-02	-4.798543e-01
5.130000e-02	-4.751995e-01
5.140000e-02	-4.781239e-01
5.150000e-02	-3.609247e-01
5.160000e-02	-4.052151e-01
5.170000e-02	-4.018179e-01
5.180000e-02	-2.897381e-01
5.190000e-02	-2.840488e-01
5.200000e-02	-3.277898e-01
5.210000e-02	-2.961320e-01
5.220000e-02	-3.126615e-01
5.230000e-02	-3.069527e-01
5.240000e-02	-3.571166e-01
5.250000e-02	-4.017456e-01
5.260000e-02	-4.292288e-01
5.270000e-02	-4.177644e-01
5.280000e-02	-4.729065e-01
5.290000e-02	-4.891630e-01
5.300000e-02	-5.165899e-01
5.310000e-02	-5.599857e-01
5.320000e-02	-6.478053e-01
5.330000e-02	-6.448447e-01
5.340000e-02	-6.165960e-01
5.350000e-02	-7.403284e-01
5.360000e-02	-7.923927e-01
5.370000e-02	-7.930925e-01
5.380000e-02	-8.371644e-01
5.390000e-02	-7.772595e-01
5.400000e-02	-6.784983e-01
5.410000e-02	-5.334475e-01
5.420000e-02	-5.511350e-01
5.430000e-02	-4.823554e-01
5.440000e-02	-5.465784e-01
5.450000e-02	-4.805515e-01
5.460000e-02	-4.713231e-01
5.470000e-02	-5.144255e-01
5.480000e-02	-5.276854e-01
5.490000e-02	-6.024146e-01
5.500000e-02	-5.173432e-01
5.510000e-02	-5.529256e-01
5.520000e-02	-6.063343e-01
5.530000e-02	-6.687568e-01
5.540000e-02	-6.191142e-01
5.550000e-02	-6.128444e-01
5.560000e-02	-6.298055e-01
5.570000e-02	-6.029241e-01
5.580000e-02	-7.827486e-01
5.590000e-02	-9.198608e-01
5.600000e-02	-8.057579e-01
5.610000e-02	-8.850114e-01
5.620000e-02	-7.891758e-01
5.630000e-02	-8.032625e-01
5.640000e-02	-7.914727e-01
5.650000e-02	-7.433253e-01
5.660000e-02	-6.703618e-01
5.670000e-02	-6.363950e-01
5.680000e-02	-5.781590e-01
5.690000e-02	-4.617519e-01
5.700000e-02	-4.163530e-01
5.710000e-02	-3.181945e-01
5.720000e-02	-1.844861e-01
5.730000e-02	-3.446445e-01
5.740000e-02	-2.151457e-01
5.750000e-02	-2.917970e-01
5.760000e-02	-1.625965e-01
5.770000e-02	-2.057814e-01
5.780000e-02	-1.742744e-01
5.790000e-02	-1.722189e-01
5.800000e-02	-1.783415e-01
5.810000e-02	-1.300491e-01
5.820000e-02	-1.188415e-01
5.830000e-02	-1.167422e-01
5.840000e-02	-1.249113e-01
5.850000e-02	-1.054890e-01
5.860000e-02	-8.409280e-02
5.870000e-02	-5.400096e-02
5.880000e-02	-3.491398e-02
5.890000e-02	-1.504585e-01
5.900000e-02	-2.640120e-01
5.910000e-02	-2.576646e-01
5.920000e-02	-2.665951e-01
5.930000e-02	-1.848765e-01
5.940000e-02	-2.004265e-01
5.950000e-02	-1.589336e-01
5.960000e-02	-1.703583e-01
5.970000e-02	-1.898821e-01
5.980000e-02	-1.875034e-01
5.990000e-02	-1.020342e-01
6.000000e-02	-6.426054e-02
6.010000e-02	2.501648e-02
6.020000e-02	7.414561e-02
6.030000e-02	1.106486e-01
6.040000e-02	2.236193e-01
6.050000e-02	4.393819e-01
6.060000e-02	4.470072e-01
6.070000e-02	3.978569e-01
6.080000e-02	3.789068e-01
6.090000e-02	3.676851e-01
6.100000e-02	3.504946e-01
6.110000e-02	3.275741e-01
6.120000e-02	2.975613e-01
6.130000e-02	3.000108e-01
6.140000e-02	2.536506e-01
6.150000e-02	6.347697e-02
6.160000e-02	6.655854e-02
6.170000e-02	1.689324e-01
6.180000e-02	1.067599e-01
6.190000e-02	1.342107e-01
6.200000e-02	1.814413e-01
6.210000e-02	2.228254e-01
6.220000e-02	2.377359e-01
6.230000e-02	2.376190e-01
6.240000e-02	3.849694e-01
6.250000e-02	4.156105e-01
6.260000e-02	4.969638e-01
6.270000e-02	4.547755e-01
6.280000e-02	4.601194e-01
6.290000e-02	4.756091e-01
6.300000e-02	4.818186e-01
6.310000e-02	4.460642e-01
6.320000e-02	4.604611e-01
6.330000e-02	4.083615e-01
6.340000e-02	3.672328e-01
6.350000e-02	3.357241e-01
6.360000e-02	2.874941e-01
6.370000e-02	2.008994e-01
6.380000e-02	2.015652e-01
6.390000e-02	9.360021e-02
6.400000e-02	1.241328e-01
6.410000e-02	1.214381e-01
6.420000e-02	2.436731e-01
6.430000e-02	1.621130e-01
6.440000e-02	2.029026e-01
6.450000e-02	2.712133e-01
6.460000e-02	2.585912e-01
6.470000e-02	3.328019e-01
6.480000e-02	2.829997e-01
6.490000e-02	3.116651e-01
6.500000e-02	3.924571e-01
6.510000e-02	3.915133e-01
6.520000e-02	3.763326e-01
6.530000e-02	4.006811e-01
6.540000e-02	4.607988e-01
6.550000e-02	4.079733e-01
6.560000e-02	4.813490e-01
6.570000e-02	6.036963e-01
6.580000e-02	6.028362e-01
6.590000e-02	6.686385e-01
6.600000e-02	7.236781e-01
6.610000e-02	6.692876e-01
6.620000e-02	6.946177e-01
6.630000e-02	6.872564e-01
6.640000e-02	7.572126e-01
6.650000e-02	7.691401e-01
6.660000e-02	7.185903e-01
6.670000e-02	7.076255e-01
6.680000e-02	6.711502e-01
6.690000e-02	6.649574e-01
6.700000e-02	6.362403e-01
6.710000e-02	6.583506e-01
6.720000e-02	6.263226e-01
6.730000e-02	6.027322e-01
6.740000e-02	4.548011e-01
6.750000e-02	5.445012e-01
6.760000e-02	4.309519e-01
6.770000e-02	4.030440e-01
6.780000e-02	5.279493e-01
6.790000e-02	3.910626e-01
6.800000e-02	3.727424e-01
6.810000e-02	3.881952e-01
6.820000e-02	2.456925e-01
6.830000e-02	2.904376e-01
6.840000e-02	2.488007e-01
6.850000e-02	3.089927e-01
6.860000e-02	3.136125e-01
6.870000e-02	2.920297e-01
6.880000e-02	3.678727e-01
6.890000e-02	3.265670e-01
6.900000e-02	3.459003e-01
6.910000e-02	3.767694e-01
6.920000e-02	3.813643e-01
6.930000e-02	3.548458e-01
6.940000e-02	2.891022e-01
6.950000e-02	2.806620e-01
6.960000e-02	3.239330e-01
6.970000e-02	3.088038e-01
6.980000e-02	5.085888e-01
6.990000e-02	4.769106e-01
7.000000e-02	5.223209e-01
7.010000e-02	4.448187e-01
7.020000e-02	3.896201e-01
7.030000e-02	4.197566e-01
7.040000e-02	4.164941e-01
7.050000e-02	3.629446e-01
7.060000e-02	3.250537e-01
7.070000e-02	3.476120e-01
7.080000e-02	3.118407e-01
7.090000e-02	3.289577e-01
7.100000e-02	3.239439e-01
7.110000e-02	3.001027e-01
7.120000e-02	2.956320e-01
7.130000e-02	2.048367e-01
7.140000e-02	2.290666e-01
7.150000e-02	1.178506e-01
7.160000e-02	8.779987e-02
7.170000e-02	-9.169619e-03
7.180000e-02	-1.474559e-02
7.190000e-02	-5.494635e-02
7.200000e-02	-3.852170e-02
7.210000e-02	-3.019355e-02
7.220000e-02	-2.669474e-02
7.230000e-02	-8.559183e-02
7.240000e-02	-3.955097e-02
7.250000e-02	-2.472674e-02
7.260000e-02	2.906881e-02
7.270000e-02	7.365094e-02
7.280000e-02	3.135572e-01
7.290000e-02	3.205175e-01
7.300000e-02	2.554290e-01
7.310000e-02	2.130638e-01
7.320000e-02	1.561615e-01
7.330000e-02	1.041151e-01
7.340000e-02	6.396293e-02
7.350000e-02	1.823581e-02
7.360000e-02	-6.329826e-02
7.370000e-02	-8.119473e-02
7.380000e-02	-4.750126e-02
7.390000e-02	2.635346e-02
7.400000e-02	-2.851640e-02
7.410000e-02	-7.860448e-02
7.420000e-02	-9.705156e-02
7.430000e-02	-9.805181e-02
7.440000e-02	-8.185388e-02
7.450000e-02	-1.103229e-01
7.460000e-02	-8.833498e-02
7.470000e-02	-3.884231e-02
7.480000e-02	-5.681191e-02
7.490000e-02	-1.060517e-01
7.500000e-02	-5.805843e-02
7.510000e-02	1.099790e-01
7.520000e-02	1.013785e-01
7.530000e-02	-4.978096e-03
7.540000e-02	7.995313e-02
7.550000e-02	-9.694085e-02
7.560000e-02	-7.632038e-02
7.570000e-02	-1.245222e-01
7.580000e-02	-9.610977e-02
7.590000e-02	-4.715900e-02
7.600000e-02	-9.179076e-02
7.610000e-02	-2.092843e-02
7.620000e-02	-9.006225e-02
7.630000e-02	-1.453485e-01
7.640000e-02	-1.283601e-01
7.650000e-02	-1.776823e-01
7.660000e-02	-1.964158e-01
7.670000e-02	-1.820183e-01
7.680000e-02	-2.204013e-01
7.690000e-02	-2.612616e-01
7.700000e-02	-2.700498e-01
7.710000e-02	-2.602557e-01
7.720000e-02	-3.204681e-01
7.730000e-02	-3.414626e-01
7.740000e-02	-3.661550e-01
7.750000e-02	-4.273473e-01
7.760000e-02	-4.645406e-01
7.770000e-02	-4.849036e-01
7.780000e-02	-4.559951e-01
7.790000e-02	-5.312699e-01
7.800000e-02	-5.030741e-01
7.810000e-02	-6.237560e-01
7.820000e-02	-7.367997e-01
7.830000e-02	-7.404396e-01
7.840000e-02	-6.700860e-01
7.850000e-02	-6.642293e-01
7.860000e-02	-6.498767e-01
7.870000e-02	-6.591691e-01
7.880000e-02	-6.275483e-01
7.890000e-02	-6.019134e-01
7.900000e-02	-6.050296e-01
7.910000e-02	-5.431540e-01
7.920000e-02	-5.405172e-01
7.930000e-02	-4.279392e-01
7.940000e-02	-3.325707e-01
7.950000e-02	-3.360926e-01
7.960000e-02	-3.770405e-01
7.970000e-02	-3.918565e-01
7.980000e-02	-4.528269e-01
7.990000e-02	-4.749481e-01
8.000000e-02	-5.329670e-01
8.010000e-02	-6.574612e-01
8.020000e-02	-6.466695e-01
8.030000e-02	-6.717436e-01
8.040000e-02	-6.316547e-01
8.050000e-02	-7.119191e-01
8.060000e-02	-6.883910e-01
8.070000e-02	-7.251919e-01
8.080000e-02	-6.909689e-01
8.090000e-02	-6.691870e-01
8.100000e-02	-6.462382e-01
8.110000e-02	-6.339375e-01
8.120000e-02	-6.069076e-01
8.130000e-02	-5.898552e-01
8.140000e-02	-5.925154e-01
8.150000e-02	-4.683972e-01
8.160000e-02	-3.782775e-01
8.170000e-02	-4.122645e-01
8.180000e-02	-3.618354e-01
8.190000e-02	-3.942105e-01
8.200000e-02	-4.021824e-01
8.210000e-02	-3.661032e-01
8.220000e-02	-4.395994e-01
